0.5789,0.8605,0.8158,0.6221,0.7368,0.3779,0.6053,0.1919,0.4605,0.0000,0.1447,0.4593,0.9079,0.5058,1.0000,0.5640,0.7632,0.5756,0.0000,0.6512,0.9605,0.6860,0.9737,0.6977,0.7105,0.6860,0.0000,0.8372,0.8947,0.8488,0.9079,0.8430,0.6842,0.8256,0.0658,1.0000,0.7368,0.9942,0.7895,0.9709,0.6316,0.9651
0.6267,0.8750,0.8400,0.6364,0.7333,0.3864,0.6133,0.1989,0.4667,0.0000,0.1467,0.4602,0.9200,0.5000,1.0000,0.5682,0.7600,0.5795,0.0000,0.6534,0.9867,0.6761,0.9867,0.6932,0.7067,0.6875,0.0133,0.8352,0.9200,0.8409,0.9200,0.8409,0.6800,0.8239,0.0800,1.0000,0.7867,0.9773,0.8267,0.9602,0.6533,0.9659
0.6438,0.8693,0.8493,0.6250,0.7397,0.3750,0.6164,0.1875,0.4658,0.0000,0.1370,0.4602,0.9178,0.5000,1.0000,0.5568,0.7671,0.5739,0.0000,0.6534,1.0000,0.6761,0.9863,0.6818,0.7123,0.6705,0.0137,0.8352,0.9178,0.8409,0.9315,0.8352,0.7123,0.8182,0.0959,1.0000,0.7808,0.9773,0.8082,0.9659,0.6438,0.9659
0.5769,0.8852,0.8077,0.6284,0.7051,0.3770,0.5769,0.1858,0.4359,0.0000,0.1282,0.4590,0.8974,0.4809,1.0000,0.5410,0.7821,0.5628,0.0000,0.6503,0.9615,0.6612,0.9744,0.6831,0.7051,0.6831,0.0128,0.8361,0.8974,0.8361,0.9103,0.8306,0.6923,0.8251,0.0769,1.0000,0.7436,0.9781,0.7821,0.9672,0.6282,0.9727
0.6026,0.8925,0.8333,0.6183,0.7179,0.3656,0.5769,0.1828,0.4231,0.0000,0.1282,0.4570,0.8590,0.4731,1.0000,0.5215,0.8333,0.5376,0.0000,0.6505,0.9231,0.6505,0.9744,0.6667,0.7436,0.6613,0.0256,0.8333,0.8590,0.8280,0.9231,0.8172,0.7564,0.8011,0.1154,1.0000,0.7179,0.9731,0.7821,0.9516,0.6538,0.9409
0.5309,0.8705,0.7407,0.6166,0.6543,0.3627,0.5679,0.1865,0.4321,0.0000,0.1111,0.4508,0.9259,0.4819,1.0000,0.5389,0.7778,0.5544,0.0000,0.6425,1.0000,0.6632,0.9506,0.6788,0.6543,0.6736,0.0247,0.8342,0.9506,0.8342,0.9012,0.8290,0.6543,0.8083,0.1111,1.0000,0.7901,0.9845,0.7654,0.9637,0.5679,0.9534
0.5632,0.8750,0.7816,0.6350,0.6897,0.3750,0.5517,0.1900,0.4138,0.0000,0.1494,0.4550,0.9195,0.4750,0.9655,0.5400,0.7241,0.5600,0.0000,0.6400,1.0000,0.6600,0.9080,0.6800,0.6207,0.6800,0.0115,0.8250,0.9195,0.8300,0.8621,0.8350,0.6092,0.8200,0.0805,1.0000,0.7816,0.9750,0.7471,0.9600,0.5517,0.9550
0.4348,0.8619,0.6196,0.6190,0.5761,0.3619,0.4891,0.1810,0.3913,0.0000,0.1087,0.4476,0.9239,0.4857,0.9130,0.5333,0.6739,0.5476,0.0000,0.6381,1.0000,0.6810,0.8478,0.6810,0.5326,0.6714,0.0217,0.8286,0.9239,0.8524,0.7935,0.8381,0.5326,0.8143,0.0978,1.0000,0.7826,1.0000,0.6957,0.9667,0.4783,0.9524
0.4211,0.8807,0.6211,0.6284,0.5789,0.3761,0.5158,0.1881,0.4105,0.0000,0.1053,0.4541,0.9368,0.4862,0.9368,0.5413,0.6842,0.5505,0.0000,0.6468,1.0000,0.6697,0.8842,0.6835,0.5789,0.6789,0.0211,0.8349,0.9263,0.8440,0.8211,0.8349,0.5579,0.8119,0.0947,1.0000,0.7789,0.9954,0.7053,0.9679,0.4842,0.9587
0.4752,0.8798,0.6931,0.6309,0.6139,0.3734,0.5446,0.1888,0.4257,0.0000,0.1188,0.4592,0.9010,0.5021,0.9109,0.5494,0.6733,0.5494,0.0000,0.6524,1.0000,0.6781,0.8812,0.6867,0.5842,0.6738,0.0297,0.8369,0.9505,0.8412,0.8416,0.8326,0.5743,0.8112,0.0990,1.0000,0.7921,0.9914,0.7129,0.9657,0.4752,0.9528
