1.0000,0.1062,0.7647,0.0000,0.4902,0.0044,0.2843,0.0442,0.1127,0.0619,0.3775,0.3540,0.1961,0.5177,0.0882,0.6239,0.0000,0.7212,0.4755,0.4690,0.2990,0.6681,0.1961,0.8009,0.1127,0.9159,0.6127,0.5221,0.4755,0.7345,0.4020,0.8761,0.3382,1.0000,0.7794,0.5310,0.7500,0.7080,0.7255,0.8319,0.6961,0.9469
1.0000,0.1062,0.7621,0.0000,0.5000,0.0000,0.2961,0.0398,0.1214,0.0619,0.3738,0.3540,0.1990,0.5133,0.0922,0.6195,0.0000,0.7168,0.4709,0.4646,0.2961,0.6681,0.1893,0.7965,0.1068,0.9115,0.6068,0.5177,0.4709,0.7301,0.3932,0.8717,0.3252,1.0000,0.7767,0.5265,0.7427,0.7080,0.7233,0.8319,0.6893,0.9469
1.0000,0.1184,0.7573,0.0000,0.4854,0.0044,0.2767,0.0482,0.1019,0.0658,0.3641,0.3553,0.1893,0.5175,0.0874,0.6228,0.0000,0.7193,0.4612,0.4693,0.2864,0.6711,0.1748,0.7982,0.0922,0.9123,0.5971,0.5263,0.4612,0.7325,0.3835,0.8728,0.3204,1.0000,0.7670,0.5351,0.7330,0.7061,0.7184,0.8289,0.6942,0.9474
1.0000,0.1135,0.7573,0.0000,0.4903,0.0044,0.2864,0.0480,0.1068,0.0655,0.3738,0.3493,0.1990,0.5109,0.0922,0.6157,0.0000,0.7118,0.4709,0.4672,0.2961,0.6681,0.1845,0.7948,0.0971,0.9083,0.6117,0.5197,0.4709,0.7293,0.3932,0.8734,0.3252,1.0000,0.7816,0.5284,0.7476,0.7031,0.7330,0.8253,0.7039,0.9432
1.0000,0.1169,0.7610,0.0000,0.4878,0.0087,0.2780,0.0476,0.1024,0.0649,0.3707,0.3506,0.1951,0.5108,0.0878,0.6147,0.0000,0.7143,0.4683,0.4675,0.2927,0.6667,0.1854,0.7922,0.0976,0.9091,0.6098,0.5238,0.4683,0.7316,0.3902,0.8701,0.3220,1.0000,0.7805,0.5325,0.7415,0.7056,0.7268,0.8268,0.6976,0.9437
1.0000,0.0480,0.6994,0.0000,0.3988,0.0655,0.1850,0.1485,0.0000,0.2052,0.3468,0.3930,0.1908,0.5764,0.0983,0.6987,0.0231,0.8035,0.4855,0.4803,0.3410,0.6987,0.2486,0.8428,0.1850,0.9694,0.6590,0.5022,0.5549,0.7205,0.5087,0.8646,0.4624,1.0000,0.8555,0.4760,0.8613,0.6419,0.8786,0.7555,0.8786,0.8734
1.0000,0.0830,0.7269,0.0000,0.4398,0.0173,0.2037,0.0830,0.0000,0.1349,0.4120,0.3702,0.2546,0.5536,0.1713,0.6747,0.0972,0.7889,0.5509,0.4775,0.3889,0.6955,0.2963,0.8374,0.2222,0.9654,0.7269,0.5156,0.6204,0.7301,0.5509,0.8754,0.4861,1.0000,0.9213,0.5087,0.9398,0.6955,0.9537,0.8201,0.9583,0.9343
1.0000,0.0790,0.7110,0.0000,0.4266,0.0206,0.1972,0.0825,0.0000,0.1375,0.4174,0.3780,0.2661,0.5567,0.1835,0.6838,0.1147,0.7938,0.5550,0.4777,0.4037,0.6942,0.3165,0.8385,0.2569,0.9656,0.7294,0.5120,0.6239,0.7251,0.5642,0.8729,0.5138,1.0000,0.9220,0.4983,0.9495,0.6770,0.9725,0.8007,0.9817,0.9141
0.9862,0.0698,0.7110,0.0000,0.4266,0.0332,0.1972,0.0930,0.0000,0.1462,0.4128,0.3721,0.2661,0.5482,0.1835,0.6711,0.1147,0.7841,0.5550,0.4718,0.4083,0.6811,0.3303,0.8206,0.2661,0.9468,0.7294,0.5050,0.6330,0.7176,0.5826,0.8671,0.5367,1.0000,0.9266,0.4917,0.9633,0.6711,0.9908,0.7907,1.0000,0.9037
0.8560,0.0414,0.5885,0.0000,0.3416,0.0789,0.1605,0.1992,0.0000,0.2895,0.4074,0.3985,0.3128,0.6015,0.2634,0.7293,0.2140,0.8459,0.5473,0.4699,0.4609,0.7105,0.4115,0.8609,0.3704,1.0000,0.6996,0.4699,0.6708,0.6992,0.6584,0.8459,0.6379,0.9887,0.8601,0.4135,0.9259,0.5752,0.9712,0.6767,1.0000,0.7820
