Landmark Coordinates
x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
416,392,463,333,486,266,484,204,466,157,422,213,411,154,401,119,391,86,384,223,363,162,348,121,336,85,352,244,327,189,313,151,301,117,322,276,300,232,287,201,276,170
